postcode,offence_division,offence_subdivision,offence_subgroup,offence_count
3444,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,30
3444,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,53
3444,B Property and deception offences,B30 Burglary/Break and enter,B329 Unknown non-aggravated burglary,1
3444,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,49
3444,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,58
3444,B Property and deception offences,B40 Theft,B43 Steal from a retail store,21
3444,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,2
3444,B Property and deception offences,B40 Theft,B49 Other theft,81
3446,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,2
3446,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,6
3446,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,14
3446,B Property and deception offences,B40 Theft,B43 Steal from a retail store,2
3446,B Property and deception offences,B40 Theft,B49 Other theft,4
3447,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,1
3447,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,1
3447,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,1
3447,B Property and deception offences,B40 Theft,B49 Other theft,4
3448,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,1
3448,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,5
3448,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,4
3448,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,3
3448,B Property and deception offences,B40 Theft,B49 Other theft,5
3450,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,6
3450,A Crimes against the person,A50 Robbery,A52 Non-Aggravated robbery,1
3450,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,12
3450,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,27
3450,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,12
3450,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,18
3450,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,59
3450,B Property and deception offences,B40 Theft,B43 Steal from a retail store,44
3450,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,22
3450,B Property and deception offences,B40 Theft,B49 Other theft,55
3451,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,3
3451,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,8
3451,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,5
3451,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,10
3451,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,15
3451,B Property and deception offences,B40 Theft,B43 Steal from a retail store,1
3451,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,1
3451,B Property and deception offences,B40 Theft,B49 Other theft,16
3453,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,1
3453,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,2
3453,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,2
3453,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,9
3453,B Property and deception offences,B40 Theft,B43 Steal from a retail store,3
3453,B Property and deception offences,B40 Theft,B49 Other theft,29
3458,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,1
3458,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,4
3458,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,4
3458,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,3
3458,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,2
3458,B Property and deception offences,B40 Theft,B49 Other theft,3
3460,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,4
3460,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,15
3460,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,15
3460,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,10
3460,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,25
3460,B Property and deception offences,B40 Theft,B43 Steal from a retail store,17
3460,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,1
3460,B Property and deception offences,B40 Theft,B49 Other theft,25
3461,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,2
3461,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,7
3461,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,5
3461,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,7
3461,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,13
3461,B Property and deception offences,B40 Theft,B49 Other theft,11
3462,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,2
3462,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,3
3462,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,2
3462,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,3
3462,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,10
3462,B Property and deception offences,B40 Theft,B49 Other theft,8
3463,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,3
3463,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,7
3463,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,10
3463,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,5
3463,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,20
3463,B Property and deception offences,B40 Theft,B49 Other theft,9
3464,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,1
3464,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,3
3464,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,3
3464,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,5
3464,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,5
3464,B Property and deception offences,B40 Theft,B49 Other theft,5
3465,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,5
3465,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,7
3465,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,47
3465,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,27
3465,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,40
3465,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,42
3465,B Property and deception offences,B40 Theft,B43 Steal from a retail store,62
3465,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,13
3465,B Property and deception offences,B40 Theft,B49 Other theft,91
3467,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,11
3467,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,4
3467,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,4
3467,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,16
3467,B Property and deception offences,B40 Theft,B43 Steal from a retail store,2
3467,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,1
3467,B Property and deception offences,B40 Theft,B49 Other theft,8
3468,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,1
3468,B Property and deception offences,B40 Theft,B49 Other theft,2
3469,B Property and deception offences,B40 Theft,B49 Other theft,1
3472,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,1
3472,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,6
3472,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,6
3472,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,6
3472,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,1
3472,B Property and deception offences,B40 Theft,B49 Other theft,4
3475,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,2
3475,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,1
3475,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,1
3475,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,1
3475,B Property and deception offences,B40 Theft,B49 Other theft,7
3477,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,1
3477,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,4
3477,B Property and deception offences,B30 Burglary/Break and enter,B329 Unknown non-aggravated burglary,1
3477,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,1
3477,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,1
3477,B Property and deception offences,B40 Theft,B49 Other theft,6
3478,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,1
3478,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,2
3478,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,3
3478,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,5
3478,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,3
3478,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,6
3478,B Property and deception offences,B40 Theft,B43 Steal from a retail store,4
3478,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,3
3478,B Property and deception offences,B40 Theft,B49 Other theft,24
3480,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,2
